Kind,Name,AvgLineComment,AvgLineCode,AltCountLineCode,AltCountLineComment,CountClassDerived,CountClassCoupled,CountDeclMethodAll,MaxInheritanceTree,PercentLackOfCohesion
Static Function,"NRegistryAssociations::DeleteShellExtensionProgramKey",,,8,0,,,,,
Static Function,"NRegistryAssociations::GetExtProgramKeyName",,,4,0,,,,,
Static Function,"NRegistryAssociations::GetExtensionKeyName",,,4,0,,,,,
Struct,"NUpdateArchive::CActionSet",0,9,22,0,0,0,2,0,0
Public Const Function,"NUpdateArchive::CActionSet::IsEqualTo",,,7,0,,,,,
Public Const Function,"NUpdateArchive::CActionSet::NeedScanning",,,11,0,,,,,
Class,"NWildcard::CCensor",0,15,136,6,0,4,8,0,0
Public Function,"NWildcard::CCensor::AddItem",,,78,5,,,,,
Public Function,"NWildcard::CCensor::AddPathsToCensor",,,9,0,,,,,
Public Function,"NWildcard::CCensor::AddPreItem",,,8,0,,,,,
Public Function,"NWildcard::CCensor::AddPreItem",,,4,0,,,,,
Public Function,"NWildcard::CCensor::AddPreItem_Wildcard",,,4,0,,,,,
Public Const Function,"NWildcard::CCensor::AllAreRelative",,,2,0,,,,,
Public Function,"NWildcard::CCensor::ExtendExclude",,,13,0,,,,,
Private Const Function,"NWildcard::CCensor::FindPrefix",,,7,0,,,,,
Class,"NWildcard::CCensorNode",0,10,165,5,0,3,18,0,86
Public Function,"NWildcard::CCensorNode::AddItem",,,26,1,,,,,
Public Function,"NWildcard::CCensorNode::AddItem",,,10,0,,,,,
Public Function,"NWildcard::CCensorNode::AddItem2",,,14,0,,,,,
Private Function,"NWildcard::CCensorNode::AddItemSimple",,,7,0,,,,,
Public Const Function,"NWildcard::CCensorNode::AreAllAllowed",,,9,0,,,,,
Public Const Function,"NWildcard::CCensorNode::AreThereIncludeItems",,,9,0,,,,,
Public Function,"NWildcard::CCensorNode::CCensorNode",,,1,0,,,,,
Public Function,"NWildcard::CCensorNode::CCensorNode",,,1,0,,,,,
Private Const Function,"NWildcard::CCensorNode::CheckPathCurrent",,,8,0,,,,,
Public Const Function,"NWildcard::CCensorNode::CheckPathToRoot",,,9,0,,,,,
Public Const Function,"NWildcard::CCensorNode::CheckPathVect",,,21,0,,,,,
Public Function,"NWildcard::CCensorNode::ExtendExclude",,,12,0,,,,,
Public Const Function,"NWildcard::CCensorNode::FindSubNode",,,7,0,,,,,
Public Const Function,"NWildcard::CCensorNode::NeedCheckSubDirs",,,10,0,,,,,
Struct,"NWildcard::CCensorPath",0,5,12,0,0,1,5,0,80
Public Function,"NWildcard::CCensorPath::CCensorPath",,,5,0,,,,,
Struct,"NWildcard::CItem",3,18,68,12,0,1,3,0,75
Public Const Function,"NWildcard::CItem::AreAllAllowed",,,4,0,,,,,
Public Const Function,"NWildcard::CItem::CheckPath",,,48,11,,,,,
Public Const Function,"NWildcard::CItem::IsDriveItem",,,4,0,,,,,
Struct,"NWildcard::CPair",0,1,6,0,0,1,5,0,80
Public Function,"NWildcard::CPair::CPair",,,1,0,,,,,
Static Function,"NWildcard::GetNumPrefixParts",,,37,2,,,,,
Function,"NWildcard::GetNumPrefixParts_if_DrivePath",,,17,0,,,,,
Function,"NWildcard::IsDriveColonName",,,5,0,,,,,
Class,"NWindows::CClipboard",0,4,34,0,0,0,4,0,25
Public Function,"NWindows::CClipboard::CClipboard",,,1,0,,,,,
Public Function,"NWindows::CClipboard::Close",,,12,0,,,,,
Public Function,"NWindows::CClipboard::Open",,,9,0,,,,,
Public Function,"NWindows::CClipboard::~CClipboard",,,4,0,,,,,
Class,"NWindows::CThread",0,1,22,0,0,3,14,0,0
Public Function,"NWindows::CThread::Attach",,,1,0,,,,,
Public Function,"NWindows::CThread::CThread",,,1,0,,,,,
Public Function,"NWindows::CThread::Close",,,1,0,,,,,
Public Function,"NWindows::CThread::Create",,,2,0,,,,,
Public Function,"NWindows::CThread::Detach",,,1,0,,,,,
Public Function,"NWindows::CThread::GetPriority",,,1,0,,,,,
Public Function,"NWindows::CThread::IsCreated",,,1,0,,,,,
Public Function,"NWindows::CThread::Resume",,,1,0,,,,,
Public Function,"NWindows::CThread::SetPriority",,,1,0,,,,,
Public Function,"NWindows::CThread::Suspend",,,1,0,,,,,
Public Function,"NWindows::CThread::Terminate",,,1,0,,,,,
Public Function,"NWindows::CThread::Wait",,,1,0,,,,,
Public Function,"NWindows::CThread::operator void *",,,1,0,,,,,
Public Function,"NWindows::CThread::~CThread",,,1,0,,,,,
Class,"NWindows::CWindow",0,3,39,1,4,2,13,0,53
Public Function,"NWindows::CWindow::Attach",,,1,0,,,,,
Public Function,"NWindows::CWindow::CWindow",,,1,0,,,,,
Public Function,"NWindows::CWindow::Detach",,,6,0,,,,,
Public Virtual Function,"NWindows::CWindow::GetText",,,10,0,,,,,
Public Function,"NWindows::CWindow::IsEnabled",,,5,0,,,,,
Public Virtual Function,"NWindows::CWindow::SetText",,,1,0,,,,,
Public Const Function,"NWindows::CWindow::operator HWND__ *",,,1,0,,,,,
Public Function,"NWindows::CWindow::operator=",,,5,0,,,,,
Function,"NWindows::ClipboardIsFormatAvailableHDROP",,,4,0,,,,,
Static Function,"NWindows::ClipboardSetData",,,17,0,,,,,
Function,"NWindows::ClipboardSetText",,,25,2,,,,,
Function,"NWindows::GetDlgItem",,,6,0,,,,,
Function,"NWindows::MyGetOpenFileName",,,23,5,,,,,
Function,"NWindows::MyLoadString",,,16,0,,,,,
Function,"NWindows::MyLoadString",,,4,0,,,,,
Function,"NWindows::MySetWindowText",,,9,4,,,,,
Function,"NWindows::NCOM::AllocBstrFromAscii",,,13,0,,,,,
Class,"NWindows::NCOM::CComInitializer",0,2,13,1,0,0,3,0,0
Public Function,"NWindows::NCOM::CComInitializer::CComInitializer",,,8,1,,,,,
Public Function,"NWindows::NCOM::CComInitializer::~CComInitializer",,,1,0,,,,,
Class,"NWindows::NCOM::CPropVariant",1,29,1033,62,0,3,37,1,0
Public Function,"NWindows::NCOM::CPropVariant::AllocBstr",,,13,2,,,,,
Public Function,"NWindows::NCOM::CPropVariant::Attach",,,9,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::CPropVariant",,,6,3,,,,,
Public Function,"NWindows::NCOM::CPropVariant::CPropVariant",,,5,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::CPropVariant",,,5,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::CPropVariant",,,5,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::CPropVariant",,,5,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::CPropVariant",,,1,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::CPropVariant",,,1,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::CPropVariant",,,1,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::CPropVariant",,,1,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::CPropVariant",,,1,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::CPropVariant",,,1,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::Clear",,,6,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::Compare",,,20,3,,,,,
Public Function,"NWindows::NCOM::CPropVariant::Copy",,,26,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::Detach",,,12,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::InternalClear",,,12,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::InternalCopy",,,11,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::operator=",,,130,5,,,,,
Public Function,"NWindows::NCOM::CPropVariant::operator=",,,10,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::operator=",,,131,5,,,,,
Public Function,"NWindows::NCOM::CPropVariant::operator=",,,10,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::operator=",,,128,5,,,,,
Public Function,"NWindows::NCOM::CPropVariant::operator=",,,12,2,,,,,
Public Function,"NWindows::NCOM::CPropVariant::operator=",,,12,2,,,,,
Public Function,"NWindows::NCOM::CPropVariant::operator=",,,5,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::operator=",,,5,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::operator=",,,5,0,,,,,
Public Function,"NWindows::NCOM::CPropVariant::operator=",,,12,17,,,,,
Public Function,"NWindows::NCOM::CPropVariant::operator=",,,133,6,,,,,
Public Function,"NWindows::NCOM::CPropVariant::operator=",,,132,5,,,,,
Public Function,"NWindows::NCOM::CPropVariant::operator=",,,129,5,,,,,
Public Function,"NWindows::NCOM::CPropVariant::~CPropVariant",,,1,0,,,,,
Class,"NWindows::NCOM::CStgMedium",0,1,17,0,0,0,6,0,41
Public Function,"NWindows::NCOM::CStgMedium::CStgMedium",,,1,0,,,,,
Public Function,"NWindows::NCOM::CStgMedium::Free",,,6,0,,,,,
Public Function,"NWindows::NCOM::CStgMedium::operator&",,,1,0,,,,,
Public Const Function,"NWindows::NCOM::CStgMedium::operator->",,,1,0,,,,,
Public Function,"NWindows::NCOM::CStgMedium::operator->",,,1,0,,,,,
Public Function,"NWindows::NCOM::CStgMedium::~CStgMedium",,,1,0,,,,,
Function,"NWindows::NCOM::PropVarEm_Alloc_Bstr",,,12,0,,,,,
Function,"NWindows::NCOM::PropVarEm_Set_Bool",,,5,0,,,,,
Function,"NWindows::NCOM::PropVarEm_Set_FileTime64",,,6,0,,,,,
Function,"NWindows::NCOM::PropVarEm_Set_Str",,,12,0,,,,,
Function,"NWindows::NCOM::PropVarEm_Set_UInt32",,,5,0,,,,,
Function,"NWindows::NCOM::PropVarEm_Set_UInt64",,,5,0,,,,,
Function,"NWindows::NCOM::PropVariant_Clear",,,30,2,,,,,
Class,"NWindows::NControl::CComboBox",0,3,80,1,1,4,19,0,78
Public Function,"NWindows::NControl::CComboBox::AddString",,,5,0,,,,,
Public Function,"NWindows::NControl::CComboBox::Attach",,,1,0,,,,,
Public Function,"NWindows::NControl::CComboBox::CComboBox",,,1,0,,,,,
Public Function,"NWindows::NControl::CComboBox::Detach",,,6,0,,,,,
Public Function,"NWindows::NControl::CComboBox::Enable",,,4,0,,,,,
Public Const Function,"NWindows::NControl::CComboBox::GetCount",,,4,0,,,,,
Public Function,"NWindows::NControl::CComboBox::GetCurSel",,,4,0,,,,,
Public Function,"NWindows::NControl::CComboBox::GetItemData",,,7,0,,,,,
Public Function,"NWindows::NControl::CComboBox::GetItemData_of_CurSel",,,1,0,,,,,
Public Function,"NWindows::NControl::CComboBox::GetLBText",,,5,0,,,,,
Public Function,"NWindows::NControl::CComboBox::GetText",,,5,0,,,,,
Public Function,"NWindows::NControl::CComboBox::ResetContent",,,4,0,,,,,
Public Function,"NWindows::NControl::CComboBox::SetCurSel",,,4,0,,,,,
Public Function,"NWindows::NControl::CComboBox::SetItemData",,,4,0,,,,,
Public Function,"NWindows::NControl::CComboBox::SetText",,,5,0,,,,,
Public Const Function,"NWindows::NControl::CComboBox::operator HWND__ *",,,1,0,,,,,
Class,"NWindows::NControl::CComboBoxEx",0,0,4,11,0,0,22,1,0
Class,"NWindows::NControl::CDialog",0,1,21,3,1,2,18,0,88
Public Function,"NWindows::NControl::CDialog::NormalizePosition",,,1,1,,,,,
Public Function,"NWindows::NControl::CDialog::NormalizeSize",,,1,1,,,,,
Public Virtual Function,"NWindows::NControl::CDialog::OnButtonClicked",,,1,0,,,,,
Public Virtual Function,"NWindows::NControl::CDialog::OnCancel",,,1,0,,,,,
Public Virtual Function,"NWindows::NControl::CDialog::OnCommand",,,1,0,,,,,
Public Virtual Function,"NWindows::NControl::CDialog::OnHelp",,,1,0,,,,,
Public Virtual Function,"NWindows::NControl::CDialog::OnInit",,,1,0,,,,,
Public Function,"NWindows::NControl::CDialog::OnInit",,,4,0,,,,,
Public Virtual Function,"NWindows::NControl::CDialog::OnMessage",,,1,0,,,,,
Public Virtual Function,"NWindows::NControl::CDialog::OnOK",,,1,0,,,,,
Public Virtual Function,"NWindows::NControl::CDialog::OnTimer",,,1,1,,,,,
Public Const Function,"NWindows::NControl::CDialog::operator HWND__ *",,,1,0,,,,,
Class,"NWindows::NControl::CDialogChildControl",0,9,44,2,0,3,20,1,85
Public Function,"NWindows::NControl::CDialogChildControl::CDialogChildControl",,,1,0,,,,,
Public Virtual Function,"NWindows::NControl::CDialogChildControl::GetText",,,18,1,,,,,
Public Function,"NWindows::NControl::CDialogChildControl::Init",,,5,0,,,,,
Public Virtual Function,"NWindows::NControl::CDialogChildControl::SetText",,,13,1,,,,,
Class,"NWindows::NControl::CEdit",0,6,38,2,1,2,24,1,0
Public Virtual Function,"NWindows::NControl::CEdit::GetText",,,10,0,,,,,
Public Function,"NWindows::NControl::CEdit::SetPasswordChar",,,9,1,,,,,
Public Virtual Function,"NWindows::NControl::CEdit::SetText",,,5,0,,,,,
Public Function,"NWindows::NControl::CEdit::Show",,,5,1,,,,,
Public Function,"NWindows::NControl::CEdit::Show_Bool",,,1,0,,,,,
Class,"NWindows::NControl::CListView",1,4,192,59,1,2,48,0,66
Class,"NWindows::NControl::CListView2",1,4,9,3,1,0,55,1,0
Public Virtual Function,"NWindows::NControl::CListView2::OnMessage",,,4,1,,,,,
Public Function,"NWindows::NControl::CListView::Attach",,,3,0,,,,,
Public Function,"NWindows::NControl::CListView::CListView",,,1,0,,,,,
Public Function,"NWindows::NControl::CListView::DeleteAllItems",,,4,0,,,,,
Public Function,"NWindows::NControl::CListView::DeleteColumn",,,4,2,,,,,
Public Function,"NWindows::NControl::CListView::EditLabel",,,3,1,,,,,
Public Function,"NWindows::NControl::CListView::EnsureVisible",,,5,2,,,,,
Public Function,"NWindows::NControl::CListView::GetColumn",,,7,2,,,,,
Public Function,"NWindows::NControl::CListView::GetColumnCount",,,4,0,,,,,
Public Const Function,"NWindows::NControl::CListView::GetFocusedItem",,,6,0,,,,,
Public Const Function,"NWindows::NControl::CListView::GetItemCount",,,1,0,,,,,
Public Const Function,"NWindows::NControl::CListView::GetItemParam",,,5,1,,,,,
Public Const Function,"NWindows::NControl::CListView::GetItemState",,,6,1,,,,,
Public Const Function,"NWindows::NControl::CListView::GetNextItem",,,6,0,,,,,
Public Const Function,"NWindows::NControl::CListView::GetSelectedCount",,,5,0,,,,,
Public Function,"NWindows::NControl::CListView::InsertColumn",,,4,0,,,,,
Public Function,"NWindows::NControl::CListView::InsertColumn",,,14,3,,,,,
Public Function,"NWindows::NControl::CListView::InsertItem",,,3,0,,,,,
Public Function,"NWindows::NControl::CListView::InsertItem",,,22,9,,,,,
Public Function,"NWindows::NControl::CListView::InvalidateRect",,,3,1,,,,,
Public Const Function,"NWindows::NControl::CListView::IsItemSelected",,,1,0,,,,,
Public Function,"NWindows::NControl::CListView::RedrawAllItems",,,4,0,,,,,
Public Function,"NWindows::NControl::CListView::RedrawItem",,,1,1,,,,,
Public Function,"NWindows::NControl::CListView::SetColumnWidthAuto",,,3,1,,,,,
Public Function,"NWindows::NControl::CListView::SetFocus",,,1,1,,,,,
Public Function,"NWindows::NControl::CListView::SetItem",,,6,1,,,,,
Public Function,"NWindows::NControl::CListView::SetItemCount",,,3,1,,,,,
Public Function,"NWindows::NControl::CListView::SetItemState",,,5,24,,,,,
Public Function,"NWindows::NControl::CListView::SetItemState_FocusedSelected",,,1,0,,,,,
Public Function,"NWindows::NControl::CListView::SetItemState_Selected",,,1,0,,,,,
Public Function,"NWindows::NControl::CListView::SetItemState_Selected",,,1,0,,,,,
Public Function,"NWindows::NControl::CListView::SetRedraw",,,5,0,,,,,
Public Function,"NWindows::NControl::CListView::SetSubItem",,,4,0,,,,,
Public Function,"NWindows::NControl::CListView::SetUnicodeFormat",,,1,1,,,,,
Public Function,"NWindows::NControl::CListView::SetUnicodeFormat",,,1,0,,,,,
Public Function,"NWindows::NControl::CListView::SortItems",,,4,0,,,,,
Public Function,"NWindows::NControl::CListView::Update",,,3,2,,,,,
Private Function,"NWindows::NControl::CListView::_InsertColumn",,,4,0,,,,,
Public Const Function,"NWindows::NControl::CListView::operator HWND__ *",,,1,0,,,,,
Class,"NWindows::NControl::CModalDialog",0,5,130,10,11,5,45,1,0
Public Function,"NWindows::NControl::CModalDialog::CheckButton",,,11,0,,,,,
Public Function,"NWindows::NControl::CModalDialog::CheckButton",,,4,0,,,,,
Public Function,"NWindows::NControl::CModalDialog::CheckRadioButton",,,5,6,,,,,
Public Function,"NWindows::NControl::CModalDialog::Create",,,6,0,,,,,
Public Function,"NWindows::NControl::CModalDialog::EnableItem",,,6,0,,,,,
Public Function,"NWindows::NControl::CModalDialog::End",,,7,0,,,,,
Public Const Function,"NWindows::NControl::CModalDialog::GetItem",,,7,0,,,,,
Public Function,"NWindows::NControl::CModalDialog::GetText",,,9,0,,,,,
Public Const Function,"NWindows::NControl::CModalDialog::HideItem",,,1,0,,,,,
Public Const Function,"NWindows::NControl::CModalDialog::IsButtonChecked",,,11,0,,,,,
Public Const Function,"NWindows::NControl::CModalDialog::IsButtonCheckedBool",,,2,0,,,,,
Public Function,"NWindows::NControl::CModalDialog::KillTimer",,,5,0,,,,,
Public Virtual Function,"NWindows::NControl::CModalDialog::OnCancel",,,1,0,,,,,
Public Virtual Function,"NWindows::NControl::CModalDialog::OnHelp",,,1,0,,,,,
Public Virtual Function,"NWindows::NControl::CModalDialog::OnOK",,,1,0,,,,,
Public Function,"NWindows::NControl::CModalDialog::PostMsg",,,7,0,,,,,
Public Function,"NWindows::NControl::CModalDialog::SetItemText",,,10,0,,,,,
Public Function,"NWindows::NControl::CModalDialog::SetText",,,4,0,,,,,
Public Function,"NWindows::NControl::CModalDialog::SetTimer",,,5,0,,,,,
Public Const Function,"NWindows::NControl::CModalDialog::ShowItem",,,9,2,,,,,
Public Const Function,"NWindows::NControl::CModalDialog::ShowItem_Bool",,,1,0,,,,,
Class,"NWindows::NControl::CModalDialogImpl",0,7,77,14,11,2,9,0,33
Public Function,"NWindows::NControl::CModalDialogImpl::CModalDialogImpl",,,8,2,,,,,
Public Function,"NWindows::NControl::CModalDialogImpl::Detach",,,6,0,,,,,
Public Function,"NWindows::NControl::CModalDialogImpl::KillTimer",,,4,0,,,,,
Public Function,"NWindows::NControl::CModalDialogImpl::OnAnyButton",,,23,3,,,,,
Public Function,"NWindows::NControl::CModalDialogImpl::OnAnyChoice",,,5,0,,,,,
Public Function,"NWindows::NControl::CModalDialogImpl::OnAnyTimer",,,5,0,,,,,
Public Function,"NWindows::NControl::CModalDialogImpl::OnInit",,,4,0,,,,,
Public Function,"NWindows::NControl::CModalDialogImpl::OnWorkerEvent",,,5,1,,,,,
Public Function,"NWindows::NControl::CModalDialogImpl::SetTimer",,,5,1,,,,,
Class,"NWindows::NControl::CProgressBar",0,6,37,0,0,3,20,1,52
Public Function,"NWindows::NControl::CProgressBar::Attach",,,5,0,,,,,
Public Function,"NWindows::NControl::CProgressBar::CProgressBar",,,2,0,,,,,
Public Function,"NWindows::NControl::CProgressBar::SetPos",,,8,0,,,,,
Public Function,"NWindows::NControl::CProgressBar::SetRange32",,,10,0,,,,,
Class,"NWindows::NControl::CStatic",0,1,5,1,0,0,17,1,0
Public Function,"NWindows::NControl::CStatic::SetIcon",,,1,0,,,,,
Class,"NWindows::NControl::CStatusBar",0,3,20,27,0,2,6,0,50
Public Function,"NWindows::NControl::CStatusBar::Attach",,,1,0,,,,,
Public Function,"NWindows::NControl::CStatusBar::CStatusBar",,,1,0,,,,,
Public Function,"NWindows::NControl::CStatusBar::Detach",,,6,0,,,,,
Public Function,"NWindows::NControl::CStatusBar::SetText",,,4,0,,,,,
Class,"NWindows::NControl::CWindow2",0,7,165,24,1,2,19,0,84
Public Function,"NWindows::NControl::CWindow2::CWindow2",,,1,0,,,,,
Public Function,"NWindows::NControl::CWindow2::CreateEx",,,26,1,,,,,
Public Function,"NWindows::NControl::CWindow2::CreateEx",,,46,1,,,,,
Public Function,"NWindows::NControl::CWindow2::DefProc",,,9,0,,,,,
Public Const Function,"NWindows::NControl::CWindow2::GetMsgResult",,,2,0,,,,,
Public Virtual Function,"NWindows::NControl::CWindow2::OnClose",,,1,1,,,,,
Public Virtual Function,"NWindows::NControl::CWindow2::OnCommand",,,4,6,,,,,
Public Virtual Function,"NWindows::NControl::CWindow2::OnCommand",,,4,0,,,,,
Public Virtual Function,"NWindows::NControl::CWindow2::OnCreate",,,1,1,,,,,
Public Virtual Function,"NWindows::NControl::CWindow2::OnDestroy",,,1,1,,,,,
Public Virtual Function,"NWindows::NControl::CWindow2::OnMessage",,,35,0,,,,,
Public Virtual Function,"NWindows::NControl::CWindow2::OnNotify",,,1,1,,,,,
Public Virtual Function,"NWindows::NControl::CWindow2::OnSize",,,1,1,,,,,
Public Function,"NWindows::NControl::CWindow2::SetMsgResult",,,2,0,,,,,
Public Const Function,"NWindows::NControl::CWindow2::operator HWND__ *",,,1,0,,,,,
Public Function,"NWindows::NControl::CWindow2::operator=",,,5,0,,,,,
Public Virtual Function,"NWindows::NControl::CWindow2::~CWindow2",,,1,0,,,,,
Function,"NWindows::NControl::SetUnicodeFormat",,,1,0,,,,,
Static Function,"NWindows::NControl::WindowProcedure",,,21,0,,,,,
Class,"NWindows::NDLL::CLibrary",0,6,129,9,1,0,10,0,19
Public Function,"NWindows::NDLL::CLibrary::Attach",,,5,0,,,,,
Public Function,"NWindows::NDLL::CLibrary::CLibrary",,,1,0,,,,,
Public Function,"NWindows::NDLL::CLibrary::Detach",,,6,0,,,,,
Public Function,"NWindows::NDLL::CLibrary::Free",,,17,0,,,,,
Public Const Function,"NWindows::NDLL::CLibrary::GetProc",,,5,0,,,,,
Public Const Function,"NWindows::NDLL::CLibrary::IsLoaded",,,1,0,,,,,
Public Function,"NWindows::NDLL::CLibrary::Load",,,83,7,,,,,
Public Const Function,"NWindows::NDLL::CLibrary::operator HINSTANCE__ *",,,1,0,,,,,
Public Function,"NWindows::NDLL::CLibrary::operator&",,,1,0,,,,,
Public Function,"NWindows::NDLL::CLibrary::~CLibrary",,,1,0,,,,,
Function,"NWindows::NDLL::GetModuleDirPrefix",,,9,0,,,,,
Static Function,"NWindows::NDLL::local_GetProcAddress",,,27,0,,,,,
Function,"NWindows::NError::MyFormatMessage",,,27,0,,,,,
Struct,"NWindows::NFile::CReparseAttr",0,1,14,2,0,1,11,0,84
Public Function,"NWindows::NFile::CReparseAttr::CReparseAttr",,,1,0,,,,,
Public Const Function,"NWindows::NFile::CReparseAttr::IsMountPoint",,,1,0,,,,,
Public Const Function,"NWindows::NFile::CReparseAttr::IsRelative",,,1,0,,,,,
Public Const Function,"NWindows::NFile::CReparseAttr::IsSymLink",,,1,0,,,,,
Class,"NWindows::NFile::NDir::CCurrentDirRestorer",0,6,19,0,0,1,3,0,33
Public Function,"NWindows::NFile::NDir::CCurrentDirRestorer::CCurrentDirRestorer",,,4,0,,,,,
Public Function,"NWindows::NFile::NDir::CCurrentDirRestorer::~CCurrentDirRestorer",,,9,0,,,,,
Class,"NWindows::NFile::NDir::CDelayedSymLink",0,1,15,7,0,0,2,0,0
Public Function,"NWindows::NFile::NDir::CDelayedSymLink::CDelayedSymLink",,,1,0,,,,,
Public Function,"NWindows::NFile::NDir::CDelayedSymLink::Create",,,1,0,,,,,
Class,"NWindows::NFile::NDir::CTempDir",0,3,31,0,0,1,7,0,42
Public Function,"NWindows::NFile::NDir::CTempDir::CTempDir",,,1,0,,,,,
Public Function,"NWindows::NFile::NDir::CTempDir::Create",,,12,0,,,,,
Public Function,"NWindows::NFile::NDir::CTempDir::DisableDeleting",,,1,0,,,,,
Public Const Function,"NWindows::NFile::NDir::CTempDir::GetPath",,,1,0,,,,,
Public Function,"NWindows::NFile::NDir::CTempDir::Remove",,,7,0,,,,,
Public Function,"NWindows::NFile::NDir::CTempDir::~CTempDir",,,1,0,,,,,
Class,"NWindows::NFile::NDir::CTempFile",0,5,51,1,0,2,9,0,38
Public Function,"NWindows::NFile::NDir::CTempFile::CTempFile",,,1,0,,,,,
Public Function,"NWindows::NFile::NDir::CTempFile::Create",,,9,0,,,,,
Public Function,"NWindows::NFile::NDir::CTempFile::CreateRandomInTempFolder",,,12,0,,,,,
Private Function,"NWindows::NFile::NDir::CTempFile::DisableDeleting",,,1,0,,,,,
Public Const Function,"NWindows::NFile::NDir::CTempFile::GetPath",,,1,0,,,,,
Public Function,"NWindows::NFile::NDir::CTempFile::MoveTo",,,9,0,,,,,
Public Function,"NWindows::NFile::NDir::CTempFile::Remove",,,7,0,,,,,
Public Function,"NWindows::NFile::NDir::CTempFile::~CTempFile",,,1,0,,,,,
Function,"NWindows::NFile::NDir::CreateComplexDir",,,49,3,,,,,
Function,"NWindows::NFile::NDir::CreateDir",,,16,0,,,,,
Static Function,"NWindows::NFile::NDir::CreateTempFile",,,62,0,,,,,
Function,"NWindows::NFile::NDir::DeleteFileAlways",,,16,0,,,,,
Function,"NWindows::NFile::NDir::GetCurrentDir",,,17,0,,,,,
Function,"NWindows::NFile::NDir::GetFullPathAndSplit",,,10,0,,,,,
Function,"NWindows::NFile::NDir::GetOnlyDirPrefix",,,5,0,,,,,
Function,"NWindows::NFile::NDir::MyGetFullPathName",,,4,0,,,,,
Function,"NWindows::NFile::NDir::MyGetSystemDirectory",,,21,0,,,,,
Function,"NWindows::NFile::NDir::MyGetTempPath",,,5,1,,,,,
Function,"NWindows::NFile::NDir::MyGetWindowsDirectory",,,21,0,,,,,
Function,"NWindows::NFile::NDir::MyMoveFile",,,32,1,,,,,
Function,"NWindows::NFile::NDir::RemoveDir",,,13,0,,,,,
Function,"NWindows::NFile::NDir::RemoveDirWithSubItems",,,40,0,,,,,
Static Function,"NWindows::NFile::NDir::RemoveDirectorySubItems2",,,6,0,,,,,
Function,"NWindows::NFile::NDir::RemoveDirectoryWithSubItems",,,14,0,,,,,
Function,"NWindows::NFile::NDir::SetCurrentDir",,,5,0,,,,,
Function,"NWindows::NFile::NDir::SetDirTime",,,36,2,,,,,
Function,"NWindows::NFile::NDir::SetFileAttrib",,,64,5,,,,,
Static Function,"NWindows::NFile::NDir::convert_to_symlink",,,18,0,,,,,
Class,"NWindows::NFile::NFind::CEnumerator",0,7,37,0,0,2,8,0,87
Public Function,"NWindows::NFile::NFind::CEnumerator::CEnumerator",,,1,0,,,,,
Public Function,"NWindows::NFile::NFind::CEnumerator::Next",,,10,0,,,,,
Public Function,"NWindows::NFile::NFind::CEnumerator::Next",,,10,0,,,,,
Private Function,"NWindows::NFile::NFind::CEnumerator::NextAny",,,7,0,,,,,
Struct,"NWindows::NFile::NFind::CFileInfo",0,25,75,1,1,2,28,1,71
Public Function,"NWindows::NFile::NFind::CFileInfo::Find",,,59,0,,,,,
Public Const Function,"NWindows::NFile::NFind::CFileInfo::IsDots",,,8,0,,,,,
Class,"NWindows::NFile::NFind::CFileInfoBase",0,1,37,7,1,0,21,0,91
Public Function,"NWindows::NFile::NFind::CFileInfoBase::CFileInfoBase",,,1,0,,,,,
Public Function,"NWindows::NFile::NFind::CFileInfoBase::ClearBase",,,10,0,,,,,
Public Const Function,"NWindows::NFile::NFind::CFileInfoBase::HasReparsePoint",,,1,0,,,,,
Public Const Function,"NWindows::NFile::NFind::CFileInfoBase::IsArchived",,,1,0,,,,,
Public Const Function,"NWindows::NFile::NFind::CFileInfoBase::IsCompressed",,,1,0,,,,,
Public Const Function,"NWindows::NFile::NFind::CFileInfoBase::IsDir",,,1,0,,,,,
Public Const Function,"NWindows::NFile::NFind::CFileInfoBase::IsEncrypted",,,1,0,,,,,
Public Const Function,"NWindows::NFile::NFind::CFileInfoBase::IsHidden",,,1,0,,,,,
Public Const Function,"NWindows::NFile::NFind::CFileInfoBase::IsNormal",,,1,0,,,,,
Public Const Function,"NWindows::NFile::NFind::CFileInfoBase::IsOffline",,,1,0,,,,,
